"","Gender","SeniorCitizen","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","sample"
"5455","Female","Yes","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"Yes",TRUE
"5457","Female","No","No","No",13,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",31.05,347.25,"Yes",FALSE
"5458","Female","No","Yes","Yes",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",51,581.7,"No",TRUE
"5459","Male","No","No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",51,354.05,"Yes",TRUE
"5460","Female","No","Yes","Yes",10,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",88.85,929.45,"No",FALSE
"5462","Female","No","No","No",62,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Two year","Yes","Mailed check",65.1,3846.75,"No",TRUE
"5463","Male","No","Yes","No",64,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.15,4480.7,"No",TRUE
"5464","Female","No","Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.35,44.35,"Yes",FALSE
"5466","Female","No","No","No",26,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Mailed check",56.05,1553.2,"No",TRUE
"5468","Female","No","No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",98.6,5311.85,"No",TRUE
"5469","Female","No","No","No",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.7,586.05,"Yes",TRUE
"5470","Male","No","No","No",33,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",79,2576.8,"No",TRUE
"5471","Female","Yes","Yes","No",71,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Two year","No","Credit card (automatic)",89.45,6435.25,"No",FALSE
"5472","Female","No","No","No",29,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.2,1993.25,"No",TRUE
"5473","Male","No","Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",81,1923.85,"No",FALSE
"5474","Male","No","Yes","Yes",20,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",49.6,939.8,"No",TRUE
"5475","Female","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.6,84.6,"No",TRUE
"5476","Male","No","No","Yes",54,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",55,3092.65,"Yes",TRUE
"5477","Female","Yes","No","No",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",84.85,415.55,"Yes",TRUE
"5478","Female","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.2,5986.55,"No",TRUE
"5479","Male","No","Yes","No",52,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.3,5487,"No",TRUE
"5480","Female","No","No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.05,651.5,"No",TRUE
"5481","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.4,45.4,"No",TRUE
"5482","Male","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,73.65,"Yes",TRUE
"5483","Male","No","Yes","Yes",33,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",73.9,2405.05,"Yes",TRUE
"5484","Female","No","Yes","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",77.75,4458.15,"Yes",TRUE
"5485","Male","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.35,6856.45,"No",FALSE
"5486","Male","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.75,50.75,"No",TRUE
"5487","Male","No","No","No",54,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.1,4735.2,"No",TRUE
"5489","Male","Yes","Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",98.7,4525.8,"No",TRUE
"5490","Female","No","No","Yes",11,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.2,321.05,"No",FALSE
"5491","Male","No","No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.7,335.65,"No",TRUE
"5492","Male","No","No","No",21,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",65.35,1424.4,"No",FALSE
"5494","Female","Yes","Yes","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.35,474.9,"Yes",FALSE
"5495","Female","No","No","No",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.95,668.4,"Yes",TRUE
"5496","Male","No","No","No",11,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",73.85,926.25,"Yes",TRUE
"5498","Male","No","Yes","Yes",49,"No","No","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",51.8,2541.25,"Yes",FALSE
"5499","Female","Yes","Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",46,46,"Yes",TRUE
"5500","Male","Yes","No","No",15,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.4,1156.1,"Yes",TRUE
"5501","Male","No","Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",60.5,3694.45,"No",TRUE
"5502","Male","No","No","No",17,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",25.1,382.8,"No",TRUE
"5503","Male","Yes","Yes","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",71.8,1167.8,"Yes",TRUE
"5505","Male","Yes","Yes","No",44,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Mailed check",88.4,3912.9,"Yes",TRUE
"5506","Female","No","Yes","Yes",12,"No","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",30.25,368.85,"No",TRUE
"5508","Female","No","No","No",28,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",59.9,1654.7,"No",FALSE
"5510","Female","No","No","Yes",5,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46,221.7,"Yes",TRUE
"5511","Male","No","No","No",18,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",101.3,1794.65,"No",TRUE
"5512","Male","No","Yes","No",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",76.95,5289.8,"No",TRUE
"5513","Female","No","Yes","Yes",9,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",55.3,501.2,"No",FALSE
"5514","Female","Yes","No","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",92.45,6140.85,"No",TRUE
"5515","Female","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",48.45,48.45,"No",TRUE
"5517","Male","No","No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.75,201.1,"Yes",FALSE
"5518","Male","Yes","Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",86.7,6179.35,"No",TRUE
"5519","Male","No","Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7,"Yes",TRUE
"5520","Male","No","Yes","No",1,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",55.7,55.7,"No",TRUE
"5521","Female","No","No","No",55,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",84.25,4589.85,"No",TRUE
"5522","Male","No","No","No",59,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",64.65,3735.45,"No",TRUE
"5523","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,70.15,"Yes",FALSE
"5524","Female","No","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.2,477.55,"No",TRUE
"5525","Male","No","Yes","Yes",45,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",54.65,2553.7,"No",TRUE
"5528","Female","Yes","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",105,7578.05,"No",FALSE
"5529","Male","No","Yes","No",44,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",59.85,2603.95,"No",TRUE
"5531","Female","No","No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",92.15,6056.9,"No",TRUE
"5532","Male","No","Yes","Yes",68,"No","No","DSL","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",44.8,2983.65,"No",TRUE
"5534","Female","Yes","No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,2025.1,"No",TRUE
"5535","Male","No","No","Yes",21,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",80.35,1747.2,"No",TRUE
"5536","Female","No","Yes","Yes",55,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.1,4657.95,"No",TRUE
"5537","Male","No","No","No",9,"No","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",34.7,296.1,"Yes",TRUE
"5538","Male","Yes","Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.05,8016.6,"No",TRUE
"5539","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.1,81.1,"Yes",FALSE
"5542","Female","No","No","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.6,6428.4,"Yes",TRUE
"5543","Female","No","Yes","No",67,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.15,5883.85,"No",FALSE
"5544","Female","Yes","No","No",14,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",78.85,1043.8,"No",FALSE
"5545","Male","No","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",106.75,6252.9,"Yes",TRUE
"5546","Male","Yes","Yes","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",86.55,1857.25,"No",TRUE
"5547","Male","No","No","No",4,"No","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",42.4,146.4,"No",FALSE
"5548","Female","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.45,240.45,"Yes",TRUE
"5550","Female","No","No","No",3,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",97.9,315.3,"Yes",FALSE
"5554","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",55.7,55.7,"Yes",TRUE
"5557","Male","No","No","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.8,973.45,"Yes",FALSE
"5558","Female","No","No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",80.2,384.25,"No",TRUE
"5559","Female","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.4,8543.25,"No",TRUE
"5560","Female","No","No","No",13,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",31.65,389.95,"No",TRUE
"5561","Male","No","Yes","No",61,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",94.15,5731.85,"No",TRUE
"5563","Female","Yes","Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.85,4275.75,"No",TRUE
"5565","Male","No","No","No",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check",55.25,1924.1,"No",TRUE
"5566","Female","No","Yes","No",18,"No","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.05,669.85,"Yes",TRUE
"5567","Male","No","Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",82.15,5784.3,"No",TRUE
"5568","Female","Yes","No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",103,5166.2,"No",TRUE
"5569","Female","No","Yes","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",95.1,4060.55,"No",TRUE
"5570","Female","Yes","Yes","No",3,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",83.9,267.4,"Yes",TRUE
"5571","Female","No","Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.15,3532.85,"No",TRUE
"5572","Male","No","Yes","No",61,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",79.8,4914.8,"No",TRUE
"5573","Male","No","Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",74.8,5315.8,"No",FALSE
"5574","Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"Yes",FALSE
"5576","Male","No","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",78.35,5445.95,"No",TRUE
"5577","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",53.55,53.55,"Yes",TRUE
"5580","Female","No","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",93.9,6579.05,"Yes",TRUE
"5582","Male","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.15,7856,"Yes",FALSE
"5584","Female","Yes","Yes","No",26,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",84.95,2169.75,"Yes",TRUE
"5585","Male","No","Yes","No",11,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.5,896.9,"Yes",TRUE
"5588","Female","Yes","No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",91.3,4126.35,"No",TRUE
"5589","Male","No","No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.65,49.65,"Yes",TRUE
"5590","Female","No","No","No",46,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",54.35,2460.15,"Yes",TRUE
"5592","Male","No","No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",88.45,370.65,"Yes",FALSE
"5594","Male","No","Yes","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",75.5,2424.45,"No",TRUE
"5595","Female","No","Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,1849.95,"No",TRUE
"5598","Male","Yes","No","No",22,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",90.5,1910.6,"Yes",TRUE
"5600","Male","No","Yes","No",9,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",94.85,890.6,"Yes",TRUE
"5601","Male","No","Yes","Yes",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.95,529.5,"Yes",TRUE
"5602","Female","No","Yes","Yes",35,"No","No","DSL","No","No","No","Yes","Yes","No","One year","No","Mailed check",40.9,1383.6,"No",TRUE
"5603","Male","No","No","No",6,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",80.25,493.4,"No",FALSE
"5604","Female","No","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.6,48.6,"Yes",TRUE
"5605","Male","No","No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.8,1207,"No",TRUE
"5606","Male","No","Yes","Yes",10,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.2,563.5,"No",TRUE
"5607","Male","No","No","Yes",15,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",55.2,864.55,"No",FALSE
"5608","Female","Yes","No","No",40,"No","No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",55.8,2109.35,"Yes",TRUE
"5609","Female","No","Yes","Yes",13,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.15,701.05,"No",FALSE
"5610","Male","No","Yes","No",29,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.15,2265.25,"Yes",TRUE
"5611","Female","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,220.6,"Yes",TRUE
"5612","Female","Yes","Yes","No",58,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.4,5749.8,"No",TRUE
"5613","Female","No","No","No",45,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",62.55,2796.45,"No",TRUE
"5614","Female","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",70.45,5165.7,"No",TRUE
"5615","Male","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",85.5,5696.6,"No",TRUE
"5617","Female","No","Yes","Yes",38,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.5,2076.05,"No",TRUE
"5620","Female","Yes","Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",91,1859.5,"No",TRUE
