"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"5222","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",107.45,"No",FALSE,63.25,"0","0","0","1","0","0","0","1"
"5223","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Yes",65.5,"No",TRUE,49.15,"0","1","0","0","0","1","0","0"
"5225","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",100.15,"No",FALSE,-46.9499999999998,"0","0","0","1","0","1","0","0"
"5226","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.45,"No",FALSE,-61.4000000000005,"0","0","0","1","0","0","1","0"
"5228","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","No",96.2,"No",TRUE,-33.6999999999999,"0","1","0","0","0","0","0","1"
"5229","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.4,"No",TRUE,-51.45,"0","1","0","0","0","0","0","0"
"5230","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",107.55,"Yes",FALSE,-90.75,"0","0","0","1","0","0","0","1"
"5231","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","No",94.35,"No",TRUE,91.3500000000004,"0","0","0","0","1","1","0","0"
"5232","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",98.75,"Yes",TRUE,7.54999999999995,"0","0","1","0","0","0","0","1"
"5234","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","No",101.15,"Yes",TRUE,33.6999999999999,"0","1","0","0","0","0","0","1"
"5235","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","No",105.75,"No",TRUE,-1.44999999999982,"0","0","0","1","0","1","0","0"
"5236","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Yes",81.15,"No",TRUE,54.1,"0","1","0","0","0","0","0","1"
"5237","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Yes",89.55,"No",TRUE,58.2000000000003,"0","0","0","1","0","0","0","1"
"5238","Female","No","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No","Yes",54.75,"No",TRUE,-16.5999999999999,"0","0","0","0","0","0","1","0"
"5239","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","Yes","No","No","Yes",53.75,"No",TRUE,83.55,"0","0","0","1","0","0","1","0"
"5240","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","No",105.75,"No",FALSE,131.5,"0","0","0","1","0","0","1","0"
"5241","Female","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",105.85,"No",FALSE,-154.75,"0","0","0","0","1","0","1","0"
"5242","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","Yes","Yes",64.2,"No",FALSE,96.3000000000002,"0","0","0","1","0","0","0","1"
"5243","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",88.7,"Yes",TRUE,-12.55,"0","0","1","0","0","0","0","1"
"5244","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Yes",87.7,"No",FALSE,59.6500000000001,"0","0","1","1","0","0","1","0"
"5245","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Yes",89.3,"No",FALSE,173.65,"0","0","0","0","0","0","1","0"
"5247","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",79.75,"Yes",FALSE,5,"1","0","0","0","0","0","0","1"
"5248","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",94.55,"Yes",TRUE,171.75,"0","0","0","0","0","0","0","0"
"5250","Male","No","No","Yes","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",67.2,"No",TRUE,-166.700000000001,"0","0","0","0","1","0","1","0"
"5251","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","No",94.55,"No",TRUE,38.95,"0","1","0","0","0","0","0","1"
"5252","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.05,"Yes",TRUE,-26.75,"1","0","0","0","0","0","0","0"
"5253","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Yes",107.5,"No",TRUE,81.0500000000002,"0","0","0","0","0","0","0","1"
"5254","Male","Yes","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Yes",73,"No",FALSE,-83.75,"0","0","0","1","0","0","0","1"
"5255","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",114.75,"No",FALSE,-190.2,"0","0","0","0","1","0","1","0"
"5256","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",76.05,"No",FALSE,-129.75,"0","0","0","0","0","0","0","1"
"5257","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Yes",96.25,"Yes",TRUE,-14.75,"0","0","0","0","1","1","0","0"
"5258","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",101.1,"Yes",FALSE,3.35000000000036,"0","0","0","0","0","0","0","1"
"5259","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",104.7,"Yes",TRUE,-3.94999999999982,"0","0","0","1","0","1","0","0"
"5260","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","No",77.9,"No",TRUE,14.4499999999998,"0","0","0","0","0","0","0","0"
"5261","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Yes",90.65,"No",TRUE,-1.85000000000036,"0","0","0","0","0","0","0","1"
"5262","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",110.45,"No",TRUE,113.45,"0","0","0","0","1","0","0","1"
"5263","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","No",68.7,"No",TRUE,17.6499999999996,"0","0","0","1","0","1","0","0"
"5264","Male","Yes","No","No","No","No","DSL","Yes","Yes","No","No","Yes","No","Yes",44.85,"No",FALSE,12.3000000000002,"0","0","0","0","0","0","0","1"
"5265","Male","Yes","Yes","No","No","No","DSL","No","No","Yes","No","No","No","Yes",29.8,"No",FALSE,78.0999999999999,"0","0","0","1","0","0","1","0"
"5266","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Yes",88.9,"No",TRUE,132.7,"0","0","0","1","0","1","0","0"
"5267","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","No","Yes",58.75,"No",FALSE,29.3499999999999,"0","0","0","1","0","0","0","0"
"5269","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","No",86.9,"No",FALSE,198,"0","0","0","0","1","1","0","0"
"5270","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","Yes","No","Yes",59.65,"No",TRUE,42.45,"0","1","0","0","0","0","0","0"
"5271","Male","No","No","Yes","Yes","No","DSL","Yes","Yes","No","No","No","No","Yes",55.25,"Yes",TRUE,-70.8000000000002,"0","0","0","0","0","0","0","0"
"5272","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","Yes","Yes","No",66.4,"No",TRUE,-31.45,"0","0","1","0","0","0","1","0"
"5273","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Yes",90.1,"Yes",TRUE,-19.3,"1","0","0","0","0","0","0","1"
"5275","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",108.1,"No",TRUE,47.3500000000004,"0","0","0","1","0","0","1","0"
"5276","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","No","No",53.75,"Yes",TRUE,16.75,"0","1","0","0","0","0","0","1"
"5277","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","No","No",56.9,"No",FALSE,-57.3000000000002,"0","0","0","1","0","0","0","0"
"5278","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","No",89.3,"Yes",TRUE,41.8000000000001,"1","0","0","0","0","0","0","1"
"5279","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",109.6,"No",TRUE,-184.599999999999,"0","0","0","0","0","0","0","0"
"5281","Female","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Yes",79.15,"No",TRUE,-80.5500000000002,"0","0","0","1","0","0","0","1"
"5282","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","No",66.75,"No",TRUE,-45.6999999999998,"0","0","0","0","1","0","1","0"
"5283","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",95.2,"Yes",TRUE,7.25,"1","0","0","0","0","0","0","1"
"5284","Female","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","No","No",48.8,"No",FALSE,26.45,"0","0","1","0","0","0","0","0"
"5285","Female","Yes","No","No","No","No","DSL","No","No","No","No","Yes","Yes","No",45.7,"Yes",TRUE,-30.5,"1","0","0","0","0","0","0","1"
"5286","Female","No","Yes","No","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",80.7,"No",TRUE,-24.6499999999996,"0","0","0","0","1","0","1","0"
"5287","Male","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",74.5,"Yes",TRUE,13.9,"0","1","0","0","0","0","0","1"
"5289","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",79.65,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"5290","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.1,"No",TRUE,-27.4499999999998,"0","0","0","1","0","0","0","0"
"5291","Female","No","Yes","Yes","No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","No",59.7,"No",TRUE,-116.05,"0","0","0","0","1","1","0","0"
"5292","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","No",86.45,"No",FALSE,-115.650000000001,"0","0","0","1","0","0","1","0"
"5293","Male","No","No","No","No","No","DSL","No","No","Yes","Yes","No","No","No",33.7,"No",FALSE,-12.3500000000001,"0","0","0","1","0","0","1","0"
"5294","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","No",80.1,"No",TRUE,-39.9999999999995,"0","0","0","1","0","1","0","0"
"5295","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Yes",104.05,"No",TRUE,51.75,"0","0","0","0","1","1","0","0"
"5296","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","No",108.75,"No",TRUE,-5.60000000000036,"0","0","0","0","0","1","0","0"
"5297","Female","No","No","No","No","No","DSL","Yes","No","Yes","Yes","No","No","Yes",41.1,"No",FALSE,-84.4500000000003,"0","0","0","1","0","0","1","0"
"5299","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",105.9,"No",FALSE,47.25,"0","0","0","0","0","0","0","1"
"5300","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",101.3,"Yes",TRUE,-24.2000000000003,"0","0","0","0","0","0","1","0"
"5301","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.05,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"5302","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Yes",89.2,"Yes",TRUE,111.55,"0","0","0","0","0","0","0","1"
"5303","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","No","Yes","Yes",65.5,"No",TRUE,-38.1,"0","1","0","0","0","0","0","1"
"5304","Male","No","No","Yes","No","No","DSL","Yes","Yes","Yes","No","No","No","Yes",40.45,"No",FALSE,173.5,"0","0","0","0","0","0","0","1"
"5305","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","No",70.45,"No",FALSE,-66.75,"0","0","1","0","0","1","0","0"
"5306","Female","No","Yes","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes",78.8,"No",TRUE,71.9000000000001,"0","0","0","0","1","0","0","1"
"5307","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",83.65,"Yes",TRUE,-123.6,"0","0","1","0","0","0","0","1"
"5308","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",90.1,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"5309","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes",82.45,"No",FALSE,-133.75,"0","0","0","0","1","0","1","0"
"5311","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","No",66.25,"No",TRUE,58.5999999999999,"0","0","0","0","0","1","0","0"
"5313","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","No",51.25,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"5314","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","No",89.7,"No",FALSE,-70.25,"0","0","0","0","0","0","0","0"
"5315","Female","No","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",64.55,"No",TRUE,-13.6000000000004,"0","0","0","0","1","1","0","0"
"5316","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",45.6,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"5317","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",93.65,"No",TRUE,-68.7000000000007,"0","0","0","1","0","0","0","1"
"5318","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Yes",49.65,"Yes",FALSE,-30.55,"1","0","0","0","0","1","0","0"
"5319","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","No",73.6,"No",TRUE,-38.3499999999999,"0","0","0","0","1","0","0","0"
"5320","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",109.75,"No",FALSE,173.35,"0","0","0","0","1","0","0","0"
"5321","Male","No","No","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No",61.45,"No",FALSE,28.6999999999998,"0","0","0","0","1","0","1","0"
"5322","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",106.4,"No",FALSE,-89.7000000000007,"0","0","0","1","0","0","1","0"
"5323","Female","No","Yes","No","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","No",81.9,"No",TRUE,-50.8499999999999,"0","0","0","0","0","1","0","0"
"5324","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",105.2,"No",FALSE,123.799999999999,"0","0","0","1","0","0","1","0"
"5325","Male","No","No","No","Yes","Yes","DSL","No","No","No","Yes","No","No","No",54.6,"No",TRUE,-68.1500000000001,"0","0","1","1","0","1","0","0"
"5329","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes",66.05,"No",FALSE,-170.65,"0","0","0","1","0","0","1","0"
"5330","Female","No","Yes","No","No","No","DSL","No","No","No","No","Yes","No","Yes",34,"Yes",TRUE,3,"0","0","0","0","0","1","0","0"
"5331","Male","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Yes",92.5,"Yes",FALSE,9.10000000000002,"0","1","0","0","0","0","0","0"
"5332","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes",54.05,"No",TRUE,-3,"0","0","0","0","1","0","1","0"
"5333","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes",58.9,"No",FALSE,44.7500000000005,"0","0","0","1","0","0","0","0"
"5334","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","No",88.35,"Yes",TRUE,74.25,"0","0","1","0","0","0","0","1"
"5335","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",107.95,"Yes",TRUE,3.64999999999964,"0","0","0","0","1","1","0","0"
"5336","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Yes",96.9,"No",TRUE,112.75,"0","0","0","1","0","0","0","0"
"5338","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","No",50,"No",FALSE,3.04999999999995,"0","0","1","0","0","0","0","0"
"5339","Female","No","Yes","No","No","No","DSL","Yes","No","No","Yes","Yes","No","No",45.4,"No",TRUE,-86.7,"0","0","0","0","1","0","0","1"
"5340","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","No",85.45,"No",TRUE,-53.5500000000002,"0","0","0","0","0","0","0","1"
"5341","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","No",84.1,"No",FALSE,-8.14999999999964,"0","0","0","1","0","1","0","0"
"5342","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",74.45,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"5343","Female","No","No","No","Yes","No","DSL","No","No","No","No","Yes","Yes","Yes",64.75,"Yes",TRUE,-50.5500000000002,"0","0","0","0","0","0","0","1"
"5344","Female","No","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",66.25,"No",FALSE,-114.9,"0","0","0","0","1","0","1","0"
"5345","Male","No","No","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes",76.9,"No",TRUE,62.7999999999993,"0","0","0","0","1","0","1","0"
"5346","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","No",89.8,"Yes",TRUE,0.500000000000455,"0","0","0","0","0","0","0","1"
"5347","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes",74.6,"No",FALSE,-125.2,"0","0","0","0","1","0","1","0"
"5348","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",116.95,"No",TRUE,174,"0","0","0","0","1","0","1","0"
"5349","Male","No","No","Yes","No","No","DSL","Yes","No","No","No","Yes","No","Yes",40.65,"No",TRUE,-45.7,"0","0","0","1","0","0","1","0"
"5350","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",114.35,"No",TRUE,-224.349999999999,"0","0","0","0","1","1","0","0"
"5351","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","No",69.7,"No",FALSE,-8.05000000000018,"0","0","0","0","1","1","0","0"
"5352","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","No",95.5,"Yes",TRUE,-30.8499999999999,"0","1","0","1","0","0","0","0"
"5353","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",98.65,"No",TRUE,-27.9000000000001,"0","0","0","0","0","0","0","1"
"5354","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","No","Yes","No",61.65,"No",TRUE,98.95,"0","0","1","0","0","0","0","0"
"5355","Female","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.35,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"5356","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","Yes",95.4,"No",FALSE,-133.900000000001,"0","0","0","0","0","0","0","1"
"5357","Female","No","Yes","No","No","No","DSL","Yes","No","Yes","No","No","No","No",35.4,"No",TRUE,58.2,"0","0","0","1","0","0","1","0"
"5360","Female","Yes","No","No","No","No","DSL","No","No","No","Yes","No","No","Yes",29.65,"Yes",TRUE,-5.10000000000002,"0","1","0","0","0","0","0","1"
"5361","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Yes",84.5,"Yes",FALSE,31.25,"1","0","0","0","0","0","0","1"
"5365","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Yes",90.7,"Yes",TRUE,-35.3500000000001,"0","0","1","0","0","0","1","0"
"5367","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","Yes","No","Yes",59.75,"No",TRUE,53.3000000000002,"0","0","0","0","1","0","0","1"
"5368","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes",82.5,"No",TRUE,-147.4,"0","0","0","0","1","1","0","0"
"5369","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.3,"Yes",TRUE,24.6,"1","0","0","0","0","0","0","1"
"5371","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",90.8,"No",TRUE,-10.5999999999999,"0","0","1","0","0","1","0","0"
"5372","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Yes",103.95,"Yes",TRUE,25.75,"0","0","0","1","0","1","0","0"
"5373","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",104.95,"No",TRUE,-25.1499999999996,"0","0","0","0","0","0","0","1"
"5374","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",105.25,"No",TRUE,-181,"0","0","0","0","1","0","0","1"
"5375","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",74.75,"Yes",TRUE,52.15,"0","1","0","0","0","0","0","1"
"5376","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Yes",50.8,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"5378","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","No","Yes",61.3,"No",FALSE,4.20000000000002,"1","0","0","0","0","0","0","1"
"5379","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","No",75.8,"No",TRUE,19.3500000000004,"0","0","0","0","1","0","0","0"
"5380","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Yes",98,"No",TRUE,-217.4,"0","0","0","1","0","0","0","1"
"5381","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.25,"Yes",TRUE,-15.95,"1","0","0","0","0","0","0","1"
